customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST-03982,Male,0,Yes,No,7,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.95,783.65,Yes
CUST-03983,Female,1,Yes,No,25,1,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,81.58,2039.5,No
CUST-03984,Male,0,No,Yes,36,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,108.06,3890.16,No
CUST-03985,Female,0,Yes,No,50,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,98.34,4917.0,No
CUST-03986,Male,0,No,Yes,40,1,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,43.06,1722.4,No
CUST-03987,Male,0,No,No,51,0,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Mailed check,59.59,3039.09,No
CUST-03988,Female,0,Yes,Yes,12,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer,110.69,1328.28,No
CUST-03989,Male,0,No,No,12,1,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,57.15,685.8,No
CUST-03990,Male,0,Yes,Yes,59,1,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,91.01,5369.59,No
CUST-03991,Female,0,No,Yes,4,1,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer,43.08,172.32,No
CUST-03992,Female,0,Yes,No,22,1,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.67,1884.74,No
CUST-03993,Female,1,No,No,14,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card,99.28,1389.92,No
CUST-03994,Female,1,No,No,10,1,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,46.61,466.1,Yes
CUST-03995,Male,0,No,No,9,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card,114.85,1033.65,No
CUST-03996,Male,0,Yes,Yes,55,1,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,95.71,5264.05,No
CUST-03997,Female,1,No,Yes,4,1,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,102.05,408.2,No
CUST-03998,Female,0,Yes,No,35,1,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.73,1565.55,No
CUST-03999,Female,0,Yes,No,37,1,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer,93.66,3465.42,No
CUST-04000,Male,0,Yes,No,58,1,No,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,77.66,4504.28,No
CUST-04001,Female,0,No,Yes,59,1,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,52.98,3125.82,No
CUST-04002,Male,0,Yes,Yes,68,1,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,77.05,5239.4,No
CUST-04003,Female,1,Yes,Yes,45,1,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer,40.88,1839.6,No
CUST-04004,Male,0,No,Yes,60,1,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,80.21,4812.6,No
CUST-04005,Male,1,Yes,Yes,27,0,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,47.29,1276.83,No
CUST-04006,Male,0,Yes,Yes,54,1,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer,37.68,2034.72,No
CUST-04007,Male,0,No,No,61,1,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,83.37,5085.57,No
CUST-04008,Female,0,Yes,No,49,1,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card,45.53,2230.97,No
CUST-04009,Male,0,No,Yes,26,1,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,95.61,2485.86,No
CUST-04010,Male,0,No,Yes,22,1,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer,33.27,731.94,No
CUST-04011,Female,0,No,Yes,68,1,No,No,No,No,No,No,No,No,One year,No,Mailed check,39.14,2661.52,No
CUST-04012,Female,0,No,Yes,42,1,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card,85.85,3605.7,No
CUST-04013,Male,0,Yes,Yes,4,1,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer,90.6,362.4,No
CUST-04014,Male,1,Yes,No,22,1,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,86.71,1907.62,No
CUST-04015,Male,0,Yes,Yes,52,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,112.74,5862.48,No
CUST-04016,Female,1,No,No,67,1,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,80.96,5424.32,No
CUST-04017,Female,0,No,Yes,69,1,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer,83.6,5768.4,No
CUST-04018,Female,1,No,No,45,1,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card,87.49,3937.05,No
CUST-04019,Male,0,No,No,29,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card,99.12,2874.48,No
CUST-04020,Female,0,Yes,No,32,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,90.24,2887.68,No
CUST-04021,Male,1,No,Yes,39,0,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,69.55,2712.45,No
CUST-04022,Female,0,No,No,42,1,No,No,No,No,No,No,No,No,One year,No,Credit card,50.75,2131.5,No
CUST-04023,Male,0,No,Yes,68,1,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,52.22,3550.96,No
CUST-04024,Male,0,Yes,No,37,1,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,28.29,1046.73,No
CUST-04025,Male,1,Yes,No,70,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,85.21,5964.7,No
CUST-04026,Male,0,No,No,32,0,No,No,No,No,No,No,No,No,Two year,No,Credit card,17.12,547.84,No
CUST-04027,Male,1,No,Yes,40,1,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,74.15,2966.0,Yes
CUST-04028,Female,0,No,No,9,1,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,73.14,658.26,Yes
CUST-04029,Female,0,Yes,No,56,1,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card,85.81,4805.36,No
CUST-04030,Male,0,Yes,No,26,1,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card,46.43,1207.18,Yes
CUST-04031,Female,1,No,No,72,1,No,No,No,No,No,No,No,No,Two year,No,Bank transfer,31.69,2281.68,No
CUST-04032,Male,0,No,Yes,18,1,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,53.58,964.44,No
CUST-04033,Female,0,No,No,43,1,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card,82.12,3531.16,Yes
CUST-04034,Male,0,No,Yes,57,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,93.39,5323.23,Yes
CUST-04035,Male,0,Yes,No,25,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card,102.6,2565.0,No
CUST-04036,Female,0,Yes,No,15,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer,104.79,1571.85,No
CUST-04037,Female,0,No,Yes,36,1,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,96.77,3483.72,No
CUST-04038,Male,0,Yes,Yes,30,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card,99.52,2985.6,No
CUST-04039,Female,1,Yes,Yes,4,1,Yes,No,No,No,No,No,No,No,One year,No,Credit card,48.47,193.88,No
CUST-04040,Male,1,No,No,15,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,105.57,1583.55,Yes
CUST-04041,Male,1,Yes,Yes,22,1,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer,43.27,951.94,No
CUST-04042,Male,1,No,No,51,1,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer,41.97,2140.47,No
CUST-04043,Female,0,No,Yes,30,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,112.39,3371.7,Yes
CUST-04044,Female,1,No,No,6,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card,122.38,734.28,No
CUST-04045,Female,1,Yes,No,41,1,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,32.38,1327.58,Yes
CUST-04046,Female,0,No,No,47,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer,100.9,4742.3,No
CUST-04047,Male,1,Yes,Yes,56,1,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card,88.72,4968.32,No
CUST-04048,Female,0,No,Yes,44,1,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,74.4,3273.6,No
CUST-04049,Male,0,Yes,Yes,29,1,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,48.51,1406.79,No
CUST-04050,Male,0,Yes,No,37,1,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card,87.22,3227.14,Yes
CUST-04051,Male,0,Yes,No,19,1,No,No,No,No,No,No,No,No,Two year,No,Bank transfer,39.06,742.14,No
CUST-04052,Female,0,Yes,No,41,1,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,52.08,2135.28,No
CUST-04053,Female,1,No,No,65,1,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card,91.13,5923.45,No
CUST-04054,Male,1,No,Yes,30,0,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer,69.11,2073.3,No
CUST-04055,Female,0,Yes,Yes,65,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,70.1,4556.5,No
CUST-04056,Male,0,No,No,16,1,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer,67.34,1077.44,No
CUST-04057,Female,1,Yes,Yes,62,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,95.18,5901.16,No
CUST-04058,Male,1,No,No,55,1,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,89.17,4904.35,Yes
CUST-04059,Male,0,Yes,Yes,32,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card,67.27,2152.64,No
CUST-04060,Female,1,No,Yes,29,1,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,58.58,1698.82,No
CUST-04061,Female,1,No,Yes,71,1,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,45.22,3210.62,No
CUST-04062,Female,1,Yes,Yes,50,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card,93.8,4690.0,No
CUST-04063,Male,1,Yes,No,11,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,105.38,1159.18,No
CUST-04064,Male,0,Yes,No,6,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,117.7,706.2,No
CUST-04065,Male,1,Yes,Yes,38,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer,106.3,4039.4,No
CUST-04066,Female,0,No,Yes,33,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card,104.82,3459.06,No
CUST-04067,Male,0,Yes,No,65,1,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,44.37,2884.05,No
CUST-04068,Male,0,Yes,Yes,26,1,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer,78.79,2048.54,No
CUST-04069,Male,1,Yes,No,46,1,No,No,No,No,No,No,No,No,One year,Yes,Credit card,51.57,2372.22,No
CUST-04070,Female,1,Yes,Yes,4,1,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.44,333.76,No
CUST-04071,Male,0,No,Yes,40,1,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer,45.04,1801.6,No
CUST-04072,Male,1,Yes,No,28,1,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,35.6,996.8,Yes
CUST-04073,Female,0,Yes,No,62,1,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,89.85,5570.7,No
CUST-04074,Female,0,No,No,33,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,92.76,3061.08,No
CUST-04075,Male,0,No,No,17,1,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Credit card,95.36,1621.12,No
CUST-04076,Female,0,No,Yes,24,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer,101.38,2433.12,Yes
CUST-04077,Female,0,Yes,No,64,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card,97.65,6249.6,No
CUST-04078,Male,1,No,Yes,2,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,95.14,190.28,Yes
CUST-04079,Female,0,Yes,Yes,17,1,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,83.56,1420.52,No
CUST-04080,Male,0,Yes,Yes,5,1,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,36.02,180.1,No
CUST-04081,Male,0,Yes,Yes,35,1,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card,86.39,3023.65,Yes
CUST-04082,Male,1,No,Yes,32,1,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,43.77,1400.64,No
CUST-04083,Female,1,Yes,Yes,40,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer,90.45,3618.0,No
CUST-04084,Female,1,Yes,No,54,0,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,72.94,3938.76,No
CUST-04085,Female,0,No,No,39,1,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,57.28,2233.92,No
CUST-04086,Male,0,No,Yes,27,1,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,100.82,2722.14,No
CUST-04087,Male,0,No,Yes,13,1,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer,97.11,1262.43,No
CUST-04088,Female,0,Yes,Yes,69,1,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,39.57,2730.33,No
CUST-04089,Female,0,No,Yes,68,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.13,6196.84,No
CUST-04090,Female,0,No,Yes,70,1,No,No,No,No,No,No,No,No,One year,Yes,Credit card,41.26,2888.2,No
CUST-04091,Female,0,Yes,Yes,11,0,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card,95.18,1046.98,No
CUST-04092,Female,0,No,No,37,0,No,No,No,No,No,No,No,No,One year,No,Bank transfer,17.92,663.04,No
CUST-04093,Male,0,Yes,Yes,55,1,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,89.83,4940.65,No
CUST-04094,Female,0,Yes,No,63,1,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,46.53,2931.39,No
CUST-04095,Male,0,No,Yes,28,1,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,81.38,2278.64,Yes
CUST-04096,Female,0,Yes,No,15,1,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,60.44,906.6,No
CUST-04097,Female,0,Yes,Yes,15,0,No,No,No,No,No,No,No,No,One year,No,Mailed check,18.75,281.25,No
CUST-04098,Male,0,Yes,Yes,64,0,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,54.35,3478.4,No
CUST-04099,Female,0,No,No,50,1,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,51.45,2572.5,No
CUST-04100,Male,0,No,No,60,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,96.39,5783.4,No
CUST-04101,Male,0,No,No,65,1,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer,48.82,3173.3,No
CUST-04102,Male,0,No,No,4,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,94.74,378.96,Yes
CUST-04103,Female,0,No,No,60,0,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer,58.08,3484.8,No
CUST-04104,Male,0,Yes,No,40,1,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card,82.88,3315.2,No
CUST-04105,Female,0,Yes,No,71,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Credit card,105.64,7500.44,No
CUST-04106,Female,0,Yes,Yes,66,0,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,80.8,5332.8,No
CUST-04107,Female,0,Yes,No,1,0,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,60.81,60.81,Yes
CUST-04108,Female,0,Yes,Yes,66,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,103.59,6836.94,No
CUST-04109,Male,1,Yes,Yes,18,1,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,78.0,1404.0,No
CUST-04110,Female,0,Yes,Yes,16,1,No,No,No,No,No,No,No,No,One year,No,Credit card,38.22,611.52,No
CUST-04111,Female,0,No,No,4,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card,106.22,424.88,Yes
CUST-04112,Female,0,Yes,Yes,48,1,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,48.75,2340.0,No
CUST-04113,Male,1,No,Yes,72,1,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,77.88,5607.36,No
CUST-04114,Female,1,Yes,No,71,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,98.99,7028.29,Yes
CUST-04115,Male,0,Yes,Yes,19,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card,112.64,2140.16,No
CUST-04116,Male,0,Yes,Yes,51,1,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card,98.39,5017.89,No
CUST-04117,Female,0,Yes,No,32,0,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,61.43,1965.76,No
CUST-04118,Female,1,Yes,No,14,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,115.89,1622.46,No
CUST-04119,Female,1,Yes,No,59,1,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,77.62,4579.58,No
CUST-04120,Female,1,Yes,Yes,41,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,116.1,4760.1,No
CUST-04121,Female,0,Yes,Yes,9,1,No,No,No,No,No,No,No,No,One year,No,Mailed check,35.6,320.4,No
CUST-04122,Male,0,No,No,58,1,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,39.32,2280.56,No
CUST-04123,Male,0,Yes,No,2,1,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer,90.71,181.42,No
CUST-04124,Male,0,No,Yes,71,1,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.28,3427.88,No
CUST-04125,Female,0,No,No,22,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,97.92,2154.24,No
CUST-04126,Male,0,Yes,Yes,42,0,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,18.05,758.1,No
CUST-04127,Male,0,Yes,No,70,1,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer,48.46,3392.2,No
CUST-04128,Female,1,Yes,Yes,69,1,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,75.44,5205.36,Yes
CUST-04129,Male,0,No,Yes,19,1,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,89.35,1697.65,No
CUST-04130,Male,0,Yes,Yes,21,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,91.08,1912.68,Yes
CUST-04131,Female,0,Yes,No,37,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,68.26,2525.62,No
CUST-04132,Female,0,No,No,48,0,No,No,No,No,No,No,No,No,One year,No,Bank transfer,23.41,1123.68,No
CUST-04133,Female,1,No,No,13,1,No,No,No,No,No,No,No,No,One year,No,Credit card,42.59,553.67,No
CUST-04134,Male,0,No,Yes,57,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer,72.38,4125.66,No
CUST-04135,Male,0,No,Yes,14,1,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer,78.32,1096.48,No
CUST-04136,Male,1,Yes,No,66,1,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,95.61,6310.26,No
CUST-04137,Female,0,Yes,No,46,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,86.36,3972.56,Yes
CUST-04138,Male,0,Yes,No,53,1,No,No,No,No,No,No,No,No,One year,Yes,Credit card,46.09,2442.77,No
CUST-04139,Female,0,Yes,No,31,0,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card,14.14,438.34,No
CUST-04140,Female,1,No,Yes,37,1,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,42.35,1566.95,No
CUST-04141,Female,0,No,Yes,16,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer,74.11,1185.76,No
CUST-04142,Male,0,Yes,No,36,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card,100.43,3615.48,Yes
CUST-04143,Male,0,Yes,Yes,7,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.3,730.1,No
CUST-04144,Female,0,No,No,32,1,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer,46.01,1472.32,No
CUST-04145,Male,0,Yes,No,3,0,No,No,No,No,No,No,No,No,One year,No,Mailed check,21.62,64.86,No
CUST-04146,Female,1,No,No,20,1,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,96.58,1931.6,No
CUST-04147,Female,0,No,Yes,41,1,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer,45.3,1857.3,No
CUST-04148,Female,1,Yes,No,15,1,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,73.78,1106.7,No
CUST-04149,Female,1,No,Yes,70,1,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,80.64,5644.8,No
CUST-04150,Female,0,No,No,31,1,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card,35.92,1113.52,Yes
CUST-04151,Male,0,No,Yes,10,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card,95.15,951.5,No
CUST-04152,Female,0,Yes,Yes,30,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,98.03,2940.9,No
CUST-04153,Female,1,No,Yes,33,1,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer,41.36,1364.88,No
CUST-04154,Female,1,Yes,Yes,14,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.57,1267.98,Yes
CUST-04155,Male,0,Yes,Yes,6,1,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,36.09,216.54,No
CUST-04156,Male,0,Yes,No,54,1,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card,97.11,5243.94,Yes
CUST-04157,Female,0,Yes,Yes,3,1,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,41.71,125.13,Yes
CUST-04158,Male,1,Yes,Yes,4,1,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.54,194.16,No
CUST-04159,Female,0,No,No,31,1,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,96.88,3003.28,No
CUST-04160,Female,0,Yes,No,16,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,96.01,1536.16,No
CUST-04161,Male,1,Yes,Yes,65,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,102.87,6686.55,No
CUST-04162,Female,1,Yes,No,25,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.58,2339.5,No
CUST-04163,Female,0,Yes,No,15,1,No,No,No,No,No,No,No,No,One year,No,Credit card,47.12,706.8,No
CUST-04164,Male,0,Yes,Yes,55,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,110.94,6101.7,No
CUST-04165,Male,1,No,No,4,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,97.99,391.96,No
CUST-04166,Male,0,Yes,Yes,51,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer,107.45,5479.95,No
CUST-04167,Female,0,No,No,5,1,No,DSL,No,No,No,Yes,Yes,No,One year,No,Bank transfer,73.09,365.45,Yes
CUST-04168,Male,0,Yes,No,49,1,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer,71.47,3502.03,No
CUST-04169,Female,0,No,No,21,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,90.43,1899.03,No
CUST-04170,Female,0,No,Yes,36,1,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.01,3384.36,No
CUST-04171,Male,0,No,No,31,1,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,92.48,2866.88,Yes
CUST-04172,Female,0,No,Yes,4,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,119.28,477.12,No
CUST-04173,Female,0,No,Yes,15,1,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer,86.9,1303.5,No
CUST-04174,Male,1,No,Yes,56,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,103.58,5800.48,Yes
CUST-04175,Male,1,Yes,No,32,1,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer,49.04,1569.28,No
CUST-04176,Male,0,No,Yes,10,1,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,89.26,892.6,No
CUST-04177,Female,0,Yes,Yes,42,1,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer,38.28,1607.76,No
CUST-04178,Male,0,Yes,No,21,1,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card,78.2,1642.2,No
